District,Year,Area,Production,Yield,Irrigated Area,Annual Rainfall,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),Min Temp (Centigrate),Max Temp (Centigrate),Precipitation (mm),Evapotranspiration (mm)
Ahmednagar,2045,1789.3724303840652,2521.9457091362888,20352.11103169642,269.08949505479325,536.4401412233685,160281.6224526857,56.696367095639,80.56109057435293,110.56581819553858,23923.097843754364,36.82711074838,39.65100656329139,17.004795807379704,15565.140424721467,14.37451408888003,14.287261025252148,10.54332010405584,296999.0601895412,160.4166728805983,180.12994109659996,141.46088149411685,17.145096508376092,13.707346223273476,38.40273431770901,141.2536921094695,231.09903693855128,966.6747369241564,1563.7998553207315,155.7385007011531,19.626803115675575,32.56257060226689,666.0520705712628,576.9838135442309
Ahmednagar,2050,1774.8332821336542,2620.0248959001783,20427.683706654963,262.93358286151425,536.4401412233685,170639.63821304354,58.06839689112968,67.95257701230231,117.61581674722589,23455.06511813252,37.89475707713701,33.03196133672555,16.53752200405488,14724.019259095008,14.35614940758076,13.42714359824916,9.944832335527373,316644.6597768859,132.67622361054228,180.10819051420435,141.66583180837802,15.315049928936503,13.699719676684355,38.52088500737931,147.23481621677894,245.4626734521371,948.0497370009879,1581.2524151678667,159.18850223941092,19.579800698006235,32.551185272247565,673.6921045793608,580.692636074902
Akola,2018,1537.8451665689677,1498.603546638677,16240.63132227462,5.9499487871410395,785.2615633527197,49049.657764047406,52.37125324623412,60.65848966808333,43.9820953872142,32851.38419333965,42.054163314947914,40.36117796713163,30.77473238036147,10339.08883364369,12.440564167160606,12.725773161137115,8.365162134579931,93575.69622036538,115.7983241360182,67.90268142473043,17.765029014877275,64.08705670647427,9.7403455852054,46.20847983037879,11.315422451087406,30.987415774161384,814.0252286642819,1212.7569831795538,147.31321320550595,21.657609466843567,34.48560481389527,798.191216858243,690.6930343843391
Akola,2019,1526.1145855118382,1520.7785435628962,15915.764181882416,16.484309831743484,780.2307248573638,49997.4358971491,52.8446374397017,61.84801089939138,44.808870197963756,33573.60675907803,42.54194117129685,41.248935944236294,31.44595111821159,9984.428186335677,12.405680597809315,12.27075408045086,7.913825745585079,95505.93002172443,118.1846760662902,68.52406535975504,16.31838718640567,64.65421486961557,9.98948628486797,46.37295835902929,11.063850653490883,31.40633488456225,815.0362874517785,1221.0694831209562,148.30634564243692,21.676354643481446,34.496880892129894,799.5333419258047,662.7006031472906
Akola,2020,1512.6302399872188,1542.9535404871153,15642.664434394303,17.018613399213095,779.9729774527244,50945.214030250805,53.34170806225267,63.037536929458646,45.63564457907906,34295.82930135555,43.02971902764578,42.136701335883245,32.11716985606171,9572.41776526951,12.359942883075394,11.747925750798334,7.42727875637057,97436.16382308347,120.57102785233914,69.20523987763708,14.727287949424307,65.2213730327569,10.002294850047143,46.59556736876488,10.812278715950791,31.825253525903655,815.0888662834732,1229.381983000982,149.2994780793679,21.695099820119324,34.50265926838015,800.8754669933664,661.2775746826478
Akola,2021,1497.8819242848322,1565.128550954376,15421.52692220833,17.022222493589172,779.9712340652285,51892.99216335251,53.84856420813426,64.2270533620075,46.46241853056014,35018.05191401565,43.51749663414992,43.024459312987915,32.788388593911826,9120.44948021043,12.30856321448468,11.178767854203768,6.9239451788525095,99366.3976244425,122.95737963838809,69.92686159344787,13.036683044431282,65.78853088330328,10.002381524466553,46.865709781878046,10.560707058297838,32.24417263630452,815.089222630204,1237.6944828810078,150.292595461082,21.713844996757203,34.5029663902447,802.2175920609282,661.2679594349786
Akola,2022,1482.359028266024,1587.303547878595,15250.988550126012,17.022225785766494,779.9712324746371,52840.77029645421,54.353005405892326,65.41657459331554,47.289192482041216,35740.27445629317,44.00527449049885,43.912217290092585,33.459607331761944,8645.480439938594,12.25573276925059,10.584101087750827,6.420955626716292,101296.63142580155,125.34373160471586,70.66779939072502,11.301903031068228,66.35568873384968,10.00238160354921,47.17163706490076,10.309135540588457,32.663091277645925,815.0892229554065,1246.0069827610337,151.28572789801296,21.73259017339508,34.49799200670163,803.5597574252853,661.2679506636779
Akola,2023,1466.5286853652108,1609.4785448028142,15128.326665434337,17.0222257861728,779.9712324744407,53788.54452915412,54.84475294389807,66.6060910258644,48.11596686315653,36462.49702203155,44.49305209700299,44.799982681739536,34.1308262354595,8163.202528434849,12.20460119413955,9.983088195441574,5.93337396661104,103226.86522716058,127.7300833907648,71.40670302866516,9.585309800216622,66.92284689699099,10.002381603558971,47.50129089651607,10.057563603048363,33.08201038804679,815.0892229554466,1254.3194831934484,152.27884527972708,21.75133535003296,34.48807668902232,804.9018824928471,661.2679506625954
Akola,2025,1435.5973985042044,1653.828552194294,15010.406039435002,17.022225786172807,779.9712324744407,55684.10079535752,55.75910818630218,68.98513828723972,49.769514766118675,37906.94217696917,45.46860793462325,46.57550605049116,35.47326371115974,7229.53973170544,12.115192107393145,8.826073028548361,5.0513110244608574,107087.33282987867,132.50278710708574,72.80018341857344,6.466756940462442,68.0571629106787,10.002381603558971,48.1862201447863,9.55442042768603,33.91984837431879,815.0892229554466,1270.9444830148766,154.26509509837214,21.78882570330872,34.45541699196385,807.5862132215614,661.2679506625954
Akola,2030,1375.239968220998,1764.7035503584314,15213.598935283635,17.022225786172807,779.9712324744407,60422.98756046424,57.469848838579495,74.93273964502077,53.903386242061,41518.05507604365,47.907496716678324,51.01430335055677,38.82935673702058,5434.910707707414,11.983621931011971,6.624158317681669,3.634274514820369,116738.50230440352,144.43454632577655,75.20882405479048,2.916889233874933,70.89295278860051,10.002381603558971,49.660985241728504,8.296561859534128,36.01444275367446,815.0892229554466,1312.5069829673948,159.23071964498482,21.882551586498113,34.32961692534536,814.2969594497562,661.2679506625954
Akola,2035,1346.2960971112796,1875.5785485225686,15635.553388105676,17.022225786172807,779.9712324744407,65161.87822597274,58.38777676165906,80.88034100280184,58.03725642910062,45129.16795165728,50.3463854987334,55.45310435789354,42.185450426271174,4519.531965679547,11.924648047091278,5.515883903302972,3.1837457557389808,126389.67177892837,156.3663055444674,75.94873315383688,6.608910687817939,73.72874266652231,10.002381603558971,50.4830310748859,7.038703151438655,38.109037367559864,815.0892229554466,1354.0694829812896,164.1963441915975,21.97627746968751,34.20425761593275,821.0076653811556,661.2679506625954
Akola,2040,1338.258465836679,1986.453546686706,15933.6196915327,17.022225786172807,779.9712324744407,69900.76499107946,58.79909042209482,86.82794236058291,62.17112790504295,48740.2808272709,52.785274655555654,59.89190907250144,45.541543452132025,4137.203779316279,11.87801084267483,5.058324001194054,3.1374340854775595,136040.84031799392,168.29806490738127,75.84537980840284,13.517749639038563,76.56453285703904,10.002381603558971,50.8007987260222,5.780844863173895,40.20363198144527,815.0892229554466,1395.6319829338076,169.16196873821016,22.070003352876903,34.12291729750199,827.7184116093504,661.2679506625954
Akola,2045,1337.86459522754,2097.328544850843,16068.525043473384,17.022225786172807,779.9712324744407,74639.64785578437,58.96006732806094,92.77554371836398,66.30499852171681,52351.3936559628,55.22416356253312,64.33071378710935,48.89763714138262,3980.1341945096283,11.841263793696637,4.870926135858762,3.1531805627007294,145692.00979251877,180.22982416212787,75.63021669031079,19.013672860812626,79.40032273496084,10.002381603558971,50.89096110748798,4.522986015134853,42.2982268298604,815.0892229554466,1437.1944829477025,174.1276008124313,22.1637292360663,34.08468403692001,834.4291175407499,661.2679506625954
Akola,2050,1338.6237656464446,2208.203556558022,16112.152618077345,17.022225786172807,779.9712324744407,79378.54242169467,59.01487873926704,98.72314987490425,70.4388695680249,55962.50655503728,57.6630522196658,68.76951479444611,52.25373016724347,3915.7933719108573,11.821139595444563,4.793700291300129,3.1558059401446164,155343.17926704363,192.16158352504178,75.52004997698344,21.806679315503406,82.23611261288265,10.002381603558971,50.91029940587525,3.265127726870091,44.392821209216066,815.0892229554466,1478.7569829615973,179.09322535904397,22.25745511925569,34.071117340244356,841.1398637689447,661.2679506625954
Amarawati,2018,1335.7989553663565,1221.8948752034719,18609.56062024659,-11.775733329605629,883.6410717314112,41191.27054474599,49.438142652222574,55.270338734383046,43.13137659404305,25372.255811303417,33.944643402429534,33.95367974774086,25.757634274039322,13610.467557520631,16.830110129178898,18.14785677896362,12.72154813243533,76905.0146536568,103.5738289198396,304.7896799707191,19.892603829287676,47.04404608680459,8.537750526822293,27.964113195825266,12.704088514577219,36.05742996093543,762.107165333088,949.9661757506935,128.78631068554807,20.97267493805841,33.06513297528225,1032.356525019735,749.3631300360184
Amarawati,2019,1343.5226813107274,1238.6548686963465,18804.051670368557,-6.162452025416847,883.8589248163338,41987.20642813819,49.95233858120501,56.321767335293956,43.91946940539293,25895.966304088306,33.54953580533474,34.65007976439628,26.272878549052983,13317.85632102867,16.981243579378056,17.764993209015213,11.739527055718149,78435.86408144922,105.59671777484078,304.1571591017611,19.91784121686016,47.317379444155605,8.432988623456897,27.148262793946667,12.516283394532756,36.62666091483243,763.1211274651512,944.2633148609837,128.36338635031223,20.98989715249949,33.07632161799921,1034.5290295505815,715.8623518693837
Amarawati,2020,1351.246423254365,1255.4148621892211,18814.155610780712,-0.11011056239391337,884.0767779012563,42783.14212838716,50.49339985349951,57.373195875921,44.70756804275061,26419.67235924569,33.15238023113895,35.34647973516059,26.788122824066644,12892.743810755193,17.099740673770423,17.20570704195315,10.626057686454864,79966.72533157398,107.61960675168191,303.5246366045053,19.943078604996398,47.59071280150662,8.328226720091504,26.33241236609967,12.328475467530573,37.19589186872943,764.1350895204591,938.900934404261,127.97421560561186,21.007119366940575,33.08751026071617,1036.701534081428,714.1332627516032
