Year,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),Min Temp (Centigrate),Max Temp (Centigrate),Precipitation (mm),Irrigated Area,Annual Rainfall
1966,Kolhapur,108.0,129.0,1194.0,2.0,1.0,500.0,61.0,55.0,896.0,2.0,0.0,100.0,4.0,4.0,1000.0,2.0,1.0,500.0,12.0,5.0,417.0,29.0,2.0,82.0,55.0,51.0,927.0,2.0,0.0,250.0,151.0,51.0,340.0,38.0,285.0,7414.0,0.0,0.0,0.0,3.0,79.0,11.0,11.0,1187.0,21.0,3.0,3.0,0.0,0.0,0.0,0.0,18.0,30.0,1146.0,43.0,1663.0
1967,Kolhapur,99.0,91.0,919.0,2.0,2.0,1000.0,62.0,73.0,1185.0,2.0,0.0,95.0,4.0,5.0,1250.0,2.0,1.0,500.0,6.0,4.0,667.0,32.0,4.0,114.0,62.0,62.0,1000.0,2.0,0.0,250.0,156.0,62.0,399.0,32.0,275.0,8475.0,1.0,1.0,750.0,3.0,67.0,15.0,15.0,3019.0,33.0,7.0,7.0,0.0,0.0,0.0,0.0,18.0,30.0,2573.0,44.0,1944.0
1968,Kolhapur,93.0,88.0,946.0,2.0,1.0,455.0,48.0,46.0,966.0,1.0,0.0,143.0,5.0,8.0,1600.0,3.0,1.0,400.0,5.0,3.0,612.0,7.0,3.0,394.0,54.0,56.0,1029.0,2.0,0.0,176.0,56.0,56.0,1000.0,41.0,360.0,8835.0,1.0,0.0,400.0,3.0,55.0,11.0,11.0,2021.0,24.0,5.0,5.0,1681.0,20.0,4.0,4.0,18.0,30.0,1859.0,48.0,1390.0
1969,Kolhapur,89.0,90.0,1014.0,2.0,1.0,667.0,47.0,43.0,906.0,1.0,0.0,154.0,5.0,4.0,784.0,2.0,1.0,353.0,5.0,4.0,722.0,7.0,3.0,405.0,57.0,56.0,976.0,1.0,0.0,231.0,59.0,56.0,946.0,43.0,327.0,7676.0,0.0,0.0,250.0,3.0,62.0,17.0,16.0,2001.0,19.0,5.0,5.0,2051.0,19.0,5.0,5.0,19.0,30.0,2712.0,58.0,1742.0
1970,Kolhapur,91.0,117.0,1286.0,2.0,2.0,850.0,44.0,41.0,945.0,1.0,0.0,154.0,4.0,3.0,800.0,1.0,0.0,250.0,5.0,4.0,760.0,8.0,4.0,452.0,57.0,48.0,834.0,1.0,0.0,273.0,60.0,48.0,809.0,40.0,366.0,9183.0,1.0,0.0,167.0,3.0,61.0,18.0,18.0,2892.0,25.0,7.0,7.0,1614.0,14.0,4.0,4.0,18.0,29.0,994.0,50.0,1917.0
1971,Kolhapur,92.0,112.0,1220.0,1.0,1.0,692.0,47.0,55.0,1161.0,1.0,0.0,91.0,3.0,3.0,818.0,1.0,0.0,333.0,5.0,1.0,265.0,8.0,3.0,413.0,56.0,59.0,1053.0,1.0,0.0,273.0,59.0,60.0,1015.0,40.0,400.0,10000.0,1.0,0.0,111.0,3.0,62.0,24.0,24.0,3749.0,24.0,9.0,9.0,2264.0,14.0,6.0,6.0,18.0,29.0,942.0,49.0,1442.0
1972,Kolhapur,87.0,67.0,770.0,2.0,2.0,652.0,40.0,18.0,460.0,1.0,0.0,111.0,3.0,2.0,593.0,1.0,1.0,500.0,4.0,2.0,629.0,6.0,0.0,1.0,54.0,25.0,460.0,1.0,0.0,286.0,57.0,26.0,454.0,45.0,402.0,9040.0,1.0,0.0,143.0,3.0,63.0,27.0,26.0,2370.0,14.0,6.0,6.0,3791.0,23.0,10.0,9.0,18.0,30.0,830.0,68.0,1132.0
1973,Kolhapur,84.0,132.0,1572.0,4.0,3.0,811.0,58.0,52.0,906.0,2.0,0.0,211.0,3.0,3.0,862.0,1.0,0.0,500.0,4.0,6.0,1439.0,10.0,1.0,119.0,47.0,47.0,1017.0,2.0,1.0,294.0,49.0,48.0,976.0,43.0,340.0,7877.0,1.0,0.0,167.0,3.0,62.0,28.0,28.0,4047.0,22.0,10.0,10.0,3135.0,17.0,8.0,8.0,19.0,30.0,988.0,59.0,1793.0
1974,Kolhapur,82.0,129.0,1565.0,3.0,4.0,1281.0,53.0,87.0,1622.0,1.0,0.0,214.0,3.0,3.0,1192.0,1.0,0.0,400.0,4.0,4.0,1024.0,11.0,6.0,577.0,51.0,55.0,1095.0,1.0,0.0,308.0,53.0,56.0,1049.0,47.0,432.0,9159.0,3.0,0.0,71.0,3.0,51.0,10.0,10.0,1374.0,17.0,3.0,3.0,2509.0,32.0,6.0,6.0,18.0,29.0,2120.0,62.0,1858.0
1975,Kolhapur,86.0,172.0,2007.0,7.0,11.0,1521.0,55.0,86.0,1572.0,1.0,0.0,111.0,2.0,4.0,1783.0,4.0,2.0,600.0,4.0,3.0,895.0,11.0,6.0,522.0,51.0,60.0,1175.0,2.0,0.0,235.0,53.0,60.0,1140.0,48.0,379.0,7829.0,1.0,0.0,111.0,3.0,62.0,32.0,31.0,3051.0,14.0,7.0,7.0,5127.0,24.0,12.0,12.0,18.0,29.0,2606.0,64.0,2533.0
1976,Kolhapur,91.0,198.0,2179.0,8.0,18.0,2273.0,53.0,66.0,1256.0,1.0,0.0,250.0,2.0,5.0,2125.0,4.0,1.0,306.0,4.0,3.0,721.0,11.0,5.0,417.0,50.0,46.0,924.0,2.0,0.0,200.0,52.0,47.0,901.0,48.0,423.0,8912.0,1.0,0.0,125.0,2.0,60.0,44.0,42.0,6718.0,23.0,16.0,16.0,5149.0,17.0,12.0,12.0,18.0,30.0,1995.0,69.0,1871.0
1977,Kolhapur,96.0,211.0,2203.0,10.0,8.0,853.0,52.0,64.0,1214.0,1.0,0.0,143.0,2.0,5.0,2043.0,6.0,2.0,351.0,5.0,4.0,673.0,11.0,4.0,391.0,52.0,55.0,1044.0,2.0,1.0,278.0,54.0,55.0,1017.0,50.0,470.0,9446.0,1.0,0.0,100.0,3.0,57.0,59.0,57.0,9518.0,22.0,23.0,22.0,9012.0,21.0,21.0,21.0,19.0,29.0,2374.0,67.0,2096.0
1978,Kolhapur,98.0,203.0,2067.0,10.0,10.0,1010.0,46.0,84.0,1829.0,1.0,0.0,182.0,3.0,8.0,3000.0,6.0,3.0,460.0,5.0,3.0,717.0,14.0,6.0,415.0,52.0,67.0,1285.0,2.0,1.0,318.0,54.0,68.0,1250.0,50.0,434.0,8705.0,1.0,0.0,111.0,3.0,53.0,54.0,53.0,10275.0,24.0,24.0,24.0,10230.0,24.0,24.0,24.0,19.0,29.0,1995.0,68.0,2162.0
1979,Kolhapur,100.0,168.0,1677.0,11.0,11.0,991.0,46.0,64.0,1395.0,1.0,0.0,182.0,6.0,11.0,1817.0,7.0,3.0,515.0,5.0,4.0,844.0,16.0,6.0,394.0,56.0,64.0,1160.0,2.0,1.0,294.0,51.0,65.0,1268.0,36.0,334.0,9403.0,1.0,0.0,100.0,3.0,54.0,58.0,56.0,12066.0,26.0,28.0,27.0,9465.0,20.0,22.0,21.0,19.0,29.0,2083.0,39.0,1794.0
1980,Kolhapur,100.0,213.0,2133.0,12.0,15.0,1225.0,44.0,68.0,1550.0,1.0,0.0,154.0,3.0,7.0,2300.0,6.0,3.0,468.0,5.0,3.0,723.0,18.0,10.0,581.0,54.0,56.0,1041.0,2.0,1.0,294.0,52.0,57.0,1107.0,41.0,397.0,9714.0,1.0,0.0,100.0,3.0,52.0,61.0,58.0,13913.0,28.0,33.0,31.0,10038.0,20.0,24.0,23.0,19.0,30.0,2412.0,38.0,2154.0
1981,Kolhapur,97.0,239.0,2468.0,16.0,15.0,915.0,45.0,65.0,1432.0,1.0,0.0,250.0,4.0,8.0,2100.0,7.0,4.0,522.0,5.0,4.0,736.0,17.0,6.0,360.0,44.0,83.0,1895.0,2.0,1.0,294.0,48.0,39.0,810.0,54.0,447.0,8351.0,1.0,0.0,100.0,3.0,52.0,78.0,72.0,18203.0,29.0,44.0,41.0,11362.0,18.0,27.0,25.0,19.0,29.0,2431.0,41.0,1596.0
1982,Kolhapur,97.0,183.0,1892.0,16.0,16.0,1006.0,45.0,60.0,1354.0,1.0,0.0,77.0,6.0,9.0,1433.0,6.0,3.0,453.0,5.0,4.0,736.0,10.0,5.0,495.0,46.0,76.0,1629.0,2.0,1.0,294.0,44.0,51.0,1158.0,57.0,494.0,8713.0,1.0,0.0,100.0,3.0,52.0,68.0,65.0,12931.0,24.0,31.0,30.0,12672.0,24.0,30.0,29.0,19.0,29.0,1968.0,75.0,1872.0
1983,Kolhapur,99.0,215.0,2167.0,19.0,24.0,1277.0,50.0,107.0,2130.0,1.0,0.0,231.0,9.0,14.0,1522.0,7.0,4.0,569.0,6.0,5.0,881.0,10.0,3.0,301.0,53.0,115.0,2177.0,0.0,0.0,0.0,45.0,59.0,1321.0,54.0,403.0,7510.0,1.0,0.0,100.0,3.0,65.0,96.0,92.0,10554.0,17.0,25.0,25.0,11188.0,18.0,27.0,26.0,19.0,29.0,2516.0,69.0,1742.0
1984,Kolhapur,102.0,232.0,2281.0,21.0,23.0,1084.0,50.0,100.0,2010.0,2.0,0.0,176.0,7.0,8.0,1130.0,17.0,8.0,470.0,7.0,6.0,910.0,0.0,4.0,0.0,60.0,97.0,1627.0,0.0,0.0,0.0,51.0,78.0,1542.0,53.0,432.0,8113.0,1.0,0.0,167.0,3.0,59.0,73.0,70.0,10095.0,19.0,24.0,23.0,11642.0,22.0,27.0,27.0,19.0,29.0,2228.0,66.0,1679.0
1985,Kolhapur,101.0,242.0,2401.0,25.0,27.0,1059.0,51.0,77.0,1516.0,1.0,0.0,154.0,6.0,8.0,1283.0,19.0,9.0,492.0,6.0,6.0,905.0,20.0,3.0,128.0,64.0,120.0,1860.0,0.0,0.0,0.0,66.0,119.0,1793.0,52.0,439.0,8426.0,0.0,0.0,250.0,4.0,60.0,81.0,73.0,12849.0,20.0,27.0,24.0,12401.0,20.0,26.0,24.0,18.0,30.0,1635.0,74.0,1735.0
1986,Kolhapur,100.0,175.0,1750.0,25.0,24.0,960.0,50.0,85.0,1698.0,0.0,0.0,500.0,5.0,6.0,1200.0,17.0,9.0,529.0,6.0,2.0,333.0,14.0,2.0,146.0,66.0,93.0,1409.0,0.0,0.0,0.0,67.0,90.0,1336.0,51.0,465.0,9106.0,0.0,0.0,0.0,4.0,57.0,77.0,68.0,11676.0,20.0,27.0,24.0,13599.0,23.0,31.0,28.0,19.0,30.0,1366.0,70.0,1571.0
1987,Kolhapur,97.0,187.0,1928.0,18.0,24.0,1333.0,53.0,103.0,1932.0,0.0,0.0,500.0,4.0,6.0,1500.0,10.0,6.0,600.0,5.0,2.0,400.0,15.0,5.0,322.0,71.0,100.0,1408.0,0.0,0.0,0.0,79.0,99.0,1252.0,52.0,467.0,9004.0,0.0,0.0,0.0,2.0,56.0,74.0,65.0,11675.0,20.0,27.0,24.0,13900.0,24.0,32.0,28.0,19.0,30.0,1729.0,85.0,1542.0
1988,Kolhapur,99.0,252.0,2546.0,13.0,26.0,1969.0,51.0,98.0,1910.0,0.0,0.0,1000.0,16.0,35.0,2185.0,11.0,8.0,731.0,6.0,4.0,673.0,15.0,4.0,295.0,74.0,107.0,1459.0,0.0,0.0,0.0,84.0,110.0,1303.0,55.0,450.0,8134.0,0.0,0.0,0.0,7.0,55.0,78.0,72.0,12494.0,21.0,30.0,28.0,13929.0,24.0,33.0,31.0,19.0,30.0,2331.0,82.0,1829.0
1989,Kolhapur,101.0,235.0,2321.0,9.0,12.0,1391.0,48.0,103.0,2135.0,0.0,0.0,1000.0,6.0,14.0,2322.0,10.0,6.0,571.0,5.0,2.0,407.0,13.0,4.0,277.0,70.0,112.0,1592.0,0.0,0.0,0.0,84.0,118.0,1403.0,58.0,539.0,9324.0,0.0,0.0,0.0,8.0,47.0,101.0,93.0,22818.0,25.0,54.0,50.0,24449.0,27.0,58.0,54.0,18.0,30.0,1871.0,84.0,1710.0
1990,Kolhapur,103.0,259.0,2515.0,9.0,13.0,1370.0,50.0,115.0,2294.0,0.0,0.0,250.0,1.0,2.0,1727.0,12.0,7.0,602.0,5.0,2.0,412.0,13.0,6.0,457.0,70.0,114.0,1639.0,0.0,0.0,0.0,89.0,129.0,1453.0,63.0,560.0,8950.0,0.0,0.0,200.0,8.0,55.0,132.0,122.0,23812.0,23.0,56.0,52.0,22897.0,22.0,54.0,50.0,19.0,29.0,1801.0,92.0,1865.0
1991,Kolhapur,102.0,253.0,2483.0,10.0,16.0,1620.0,44.0,65.0,1475.0,0.0,0.0,250.0,5.0,7.0,1587.0,10.0,7.0,673.0,4.0,2.0,439.0,20.0,4.0,214.0,67.0,93.0,1388.0,0.0,0.0,0.0,94.0,126.0,1335.0,67.0,620.0,9330.0,0.0,0.0,200.0,8.0,54.0,142.0,133.0,24943.0,23.0,62.0,58.0,24078.0,23.0,60.0,56.0,18.0,30.0,1864.0,93.0,2041.0
1992,Kolhapur,102.0,268.0,2616.0,9.0,18.0,1935.0,48.0,113.0,2344.0,0.0,0.0,1000.0,5.0,8.0,1660.0,12.0,10.0,904.0,5.0,4.0,792.0,24.0,10.0,432.0,68.0,146.0,2156.0,0.0,0.0,0.0,97.0,202.0,2072.0,64.0,516.0,8130.0,0.0,0.0,200.0,5.0,59.0,108.0,100.0,15937.0,21.0,38.0,35.0,14825.0,20.0,36.0,33.0,18.0,29.0,2141.0,89.0,1738.0
1993,Kolhapur,102.0,244.0,2403.0,9.0,17.0,1886.0,42.0,78.0,1860.0,0.0,0.0,1000.0,7.0,13.0,1833.0,10.0,7.0,735.0,5.0,3.0,652.0,16.0,8.0,538.0,58.0,117.0,2017.0,0.0,0.0,0.0,100.0,204.0,2048.0,63.0,531.0,8493.0,0.0,0.0,200.0,7.0,61.0,133.0,117.0,18017.0,20.0,43.0,38.0,16789.0,19.0,40.0,35.0,19.0,29.0,2086.0,85.0,2237.0
1994,Kolhapur,103.0,238.0,2317.0,9.0,20.0,2074.0,32.0,51.0,1577.0,0.0,0.0,1000.0,7.0,14.0,2136.0,9.0,7.0,779.0,4.0,2.0,526.0,16.0,7.0,453.0,61.0,99.0,1624.0,0.0,0.0,0.0,109.0,150.0,1383.0,86.0,763.0,8919.0,0.0,0.0,150.0,8.0,60.0,148.0,125.0,21032.0,20.0,50.0,42.0,19934.0,19.0,48.0,40.0,18.0,29.0,2799.0,110.0,2586.0
1995,Kolhapur,102.0,229.0,2234.0,11.0,22.0,1938.0,29.0,58.0,1983.0,0.0,0.0,1000.0,4.0,7.0,1921.0,9.0,8.0,835.0,4.0,2.0,459.0,11.0,5.0,451.0,61.0,138.0,2252.0,2.0,1.0,333.0,108.0,204.0,1892.0,96.0,775.0,8062.0,0.0,0.0,150.0,12.0,59.0,147.0,114.0,21405.0,20.0,51.0,40.0,22063.0,21.0,53.0,41.0,18.0,30.0,2333.0,124.0,1597.0
1996,Kolhapur,103.0,280.0,2708.0,8.0,16.0,2132.0,28.0,55.0,1943.0,0.0,0.0,1000.0,4.0,7.0,1628.0,10.0,7.0,641.0,3.0,2.0,515.0,11.0,6.0,496.0,62.0,141.0,2253.0,2.0,1.0,286.0,113.0,240.0,2125.0,90.0,695.0,7752.0,0.0,0.0,250.0,8.0,63.0,137.0,93.0,16924.0,19.0,40.0,28.0,16159.0,18.0,38.0,26.0,19.0,30.0,1820.0,114.0,1744.0
1997,Kolhapur,110.0,253.0,2297.0,6.0,10.0,1597.0,27.0,43.0,1626.0,0.0,0.0,333.0,4.0,6.0,1500.0,10.0,7.0,688.0,3.0,1.0,259.0,14.0,5.0,394.0,47.0,79.0,1670.0,2.0,0.0,130.0,109.0,162.0,1479.0,84.0,659.0,7879.0,0.0,0.0,300.0,8.0,59.0,159.0,127.0,23029.0,21.0,55.0,44.0,22344.0,20.0,53.0,43.0,19.0,30.0,2025.0,113.0,1431.0
1998,Kolhapur,106.0,290.0,2726.0,7.0,13.0,1836.0,27.0,46.0,1670.0,0.0,0.0,1000.0,6.0,9.0,1709.0,11.0,8.0,690.0,4.0,1.0,371.0,16.0,7.0,468.0,63.0,122.0,1958.0,0.0,0.0,0.0,128.0,256.0,1998.0,95.0,903.0,9536.0,0.0,0.0,200.0,11.0,52.0,119.0,93.0,24800.0,25.0,56.0,44.0,22903.0,23.0,52.0,41.0,19.0,30.0,2285.0,131.0,1843.0
1999,Kolhapur,104.0,263.0,2537.0,8.0,15.0,2000.0,27.0,41.0,1500.0,0.0,0.0,1000.0,6.0,10.0,1574.0,12.0,9.0,762.0,2.0,1.0,400.0,14.0,8.0,535.0,64.0,95.0,1481.0,0.0,0.0,0.0,131.0,248.0,1897.0,93.0,923.0,9911.0,0.0,0.0,200.0,14.0,49.0,134.0,105.0,29883.0,25.0,69.0,54.0,29730.0,25.0,68.0,54.0,18.0,30.0,1653.0,123.0,2132.0
2000,Kolhapur,107.0,234.0,2190.0,8.0,15.0,1786.0,24.0,35.0,1452.0,0.0,0.0,0.0,6.0,8.0,1293.0,13.0,9.0,680.0,2.0,1.0,450.0,14.0,6.0,403.0,68.0,106.0,1556.0,0.0,0.0,0.0,134.0,229.0,1710.0,90.0,816.0,9095.0,0.0,0.0,200.0,19.0,56.0,125.0,72.0,21143.0,22.0,50.0,29.0,20447.0,22.0,48.0,28.0,18.0,29.0,1796.0,136.0,1744.0
2001,Kolhapur,106.0,291.0,2733.0,9.0,17.0,1953.0,22.0,37.0,1702.0,0.0,0.0,0.0,7.0,14.0,2136.0,14.0,9.0,626.0,2.0,1.0,333.0,13.0,5.0,409.0,69.0,138.0,1988.0,0.0,0.0,0.0,134.0,248.0,1847.0,102.0,920.0,9025.0,0.0,0.0,200.0,9.0,55.0,119.0,69.0,21731.0,24.0,51.0,29.0,19377.0,21.0,45.0,26.0,19.0,29.0,1541.0,149.0,1581.0
2002,Kolhapur,106.0,235.0,2212.0,9.0,15.0,1788.0,19.0,32.0,1704.0,0.0,0.0,0.0,8.0,14.0,1782.0,12.0,9.0,777.0,3.0,1.0,385.0,13.0,5.0,356.0,68.0,111.0,1626.0,0.0,0.0,0.0,132.0,231.0,1745.0,98.0,842.0,8558.0,0.0,0.0,200.0,10.0,61.0,117.0,67.0,15888.0,19.0,37.0,21.0,16404.0,20.0,38.0,22.0,19.0,30.0,1426.0,148.0,1626.0
2003,Kolhapur,107.0,248.0,2323.0,9.0,17.0,2023.0,18.0,27.0,1481.0,0.0,0.0,0.0,8.0,16.0,1975.0,12.0,9.0,786.0,3.0,1.0,286.0,13.0,5.0,364.0,67.0,116.0,1744.0,0.0,0.0,0.0,138.0,251.0,1818.0,87.0,492.0,5660.0,0.0,0.0,200.0,7.0,56.0,103.0,53.0,17641.0,23.0,41.0,21.0,16461.0,21.0,38.0,20.0,19.0,30.0,1330.0,8.0,1435.0
2004,Kolhapur,111.0,281.0,2532.0,9.0,19.0,2109.0,20.0,35.0,1778.0,0.0,0.0,0.0,9.0,24.0,2631.0,11.0,9.0,879.0,3.0,1.0,438.0,12.0,6.0,514.0,69.0,117.0,1691.0,0.0,0.0,0.0,147.0,234.0,1596.0,76.0,653.0,8591.0,0.0,0.0,0.0,9.0,54.0,120.0,62.0,22783.0,24.0,53.0,28.0,20551.0,22.0,48.0,25.0,19.0,30.0,1788.0,96.0,1928.0
2005,Kolhapur,109.0,248.0,2275.0,10.0,20.0,2030.0,20.0,25.0,1265.0,0.0,0.0,0.0,9.0,17.0,1977.0,9.0,7.0,772.0,3.0,1.0,355.0,13.0,6.0,438.0,67.0,85.0,1270.0,0.0,0.0,250.0,140.0,154.0,1100.0,95.0,723.0,7650.0,0.0,0.0,200.0,8.0,53.0,126.0,121.0,24003.0,23.0,56.0,54.0,24929.0,24.0,58.0,56.0,19.0,30.0,2757.0,18.0,2810.0
2006,Kolhapur,110.0,286.0,2594.0,9.0,19.0,2086.0,21.0,27.0,1267.0,0.0,0.0,0.0,11.0,20.0,1762.0,9.0,7.0,753.0,3.0,1.0,500.0,13.0,7.0,510.0,62.0,66.0,1065.0,0.0,0.0,1000.0,123.0,150.0,1227.0,106.0,857.0,8065.0,0.0,0.0,300.0,0.0,52.0,144.0,82.0,27809.0,24.0,65.0,37.0,28184.0,24.0,66.0,38.0,19.0,30.0,2723.0,17.0,2611.0
2007,Kolhapur,113.0,338.0,3005.0,11.0,25.0,2390.0,21.0,36.0,1697.0,0.0,0.0,0.0,12.0,31.0,2658.0,10.0,9.0,939.0,3.0,1.0,464.0,13.0,7.0,584.0,58.0,97.0,1666.0,0.0,0.0,1000.0,119.0,225.0,1896.0,114.0,974.0,8554.0,0.0,0.0,200.0,0.0,51.0,148.0,86.0,31709.0,25.0,74.0,43.0,29352.0,24.0,68.0,40.0,19.0,30.0,2780.0,20.0,2261.0
2008,Kolhapur,114.0,287.0,2510.0,10.0,24.0,2479.0,21.0,38.0,1771.0,0.0,0.0,0.0,10.0,24.0,2365.0,10.0,8.0,743.0,2.0,1.0,458.0,12.0,4.0,318.0,61.0,90.0,1491.0,0.0,0.0,0.0,122.0,220.0,1804.0,103.0,846.0,8255.0,0.0,0.0,300.0,0.0,52.0,99.0,59.0,22690.0,27.0,53.0,31.0,17343.0,21.0,40.0,24.0,18.0,29.0,1983.0,21.0,2082.0
2009,Kolhapur,113.0,293.0,2588.0,8.0,18.0,2277.0,20.0,33.0,1607.0,0.0,0.0,0.0,11.0,28.0,2556.0,9.0,8.0,876.0,3.0,3.0,1011.0,12.0,5.0,439.0,61.0,86.0,1418.0,0.0,0.0,0.0,122.0,203.0,1656.0,113.0,981.0,8705.0,0.0,0.0,300.0,0.0,47.0,162.0,105.0,42920.0,29.0,100.0,65.0,34558.0,23.0,80.0,52.0,19.0,30.0,2579.0,-20.0,1884.0
2010,Kolhapur,112.0,323.0,2885.0,9.0,23.0,2656.0,22.0,37.0,1703.0,0.0,0.0,0.0,12.0,26.0,2216.0,9.0,7.0,836.0,2.0,1.0,346.0,11.0,5.0,492.0,61.0,93.0,1527.0,0.0,0.0,0.0,112.0,232.0,2065.0,140.0,1259.0,9000.0,0.0,0.0,400.0,0.0,46.0,151.0,144.0,39649.0,28.0,92.0,87.0,35657.0,25.0,83.0,79.0,19.0,30.0,2746.0,-20.0,2082.0
2011,Kolhapur,105.0,281.0,2678.0,9.0,21.0,2482.0,19.0,36.0,1879.0,0.0,0.0,0.0,12.0,33.0,2877.0,9.0,11.0,1263.0,3.0,1.0,272.0,9.0,3.0,366.0,52.0,68.0,1315.0,0.0,0.0,0.0,103.0,194.0,1877.0,146.0,1285.0,8793.0,0.0,0.0,0.0,5.0,52.0,158.0,115.0,37177.0,28.0,86.0,63.0,25191.0,19.0,58.0,42.0,18.0,29.0,2533.0,-20.0,1884.0
2012,Kolhapur,109.0,284.0,2617.0,9.0,20.0,2193.0,24.0,40.0,1687.0,0.0,0.0,0.0,6.0,10.0,1900.0,10.0,11.0,1104.0,1.0,0.0,144.0,7.0,1.0,215.0,53.0,73.0,1392.0,0.0,0.0,0.0,104.0,203.0,1952.0,142.0,1374.0,9675.0,0.0,0.0,0.0,32.0,56.0,165.0,107.0,29658.0,23.0,69.0,45.0,26804.0,21.0,62.0,40.0,19.0,30.0,1601.0,-20.0,1619.0
2013,Kolhapur,110.0,342.0,3119.0,17.0,42.0,2512.0,27.0,43.0,1613.0,0.0,0.0,0.0,7.0,17.0,2545.0,11.0,14.0,1193.0,0.0,0.0,500.0,5.0,4.0,685.0,54.0,95.0,1774.0,0.0,0.0,0.0,88.0,175.0,1993.0,135.0,1358.0,10045.0,0.0,0.0,0.0,0.0,57.0,153.0,104.0,24460.0,21.0,57.0,39.0,24992.0,22.0,58.0,40.0,19.0,29.0,2061.0,-20.0,1892.0
2014,Kolhapur,112.0,339.0,3029.0,7.0,15.0,2221.0,23.0,38.0,1645.0,0.0,0.0,0.0,10.0,30.0,3105.0,6.0,6.0,905.0,2.0,0.0,267.0,7.0,3.0,433.0,54.0,84.0,1546.0,0.0,0.0,0.0,112.0,207.0,1847.0,146.0,1503.0,10275.0,0.0,0.0,0.0,0.0,55.0,183.0,125.0,33235.0,23.0,77.0,53.0,32194.0,22.0,74.0,51.0,19.0,30.0,2621.0,-20.0,1692.0
2015,Kolhapur,112.0,277.0,2461.0,2.0,5.0,2250.0,17.0,24.0,1404.0,0.0,0.0,0.0,12.0,32.0,2647.0,5.0,4.0,833.0,2.0,0.0,133.0,5.0,3.0,499.0,56.0,90.0,1597.0,0.0,0.0,0.0,111.0,194.0,1740.0,145.0,1310.0,9014.0,0.0,0.0,0.0,0.0,55.0,158.0,115.0,30649.0,25.0,71.0,52.0,24587.0,20.0,57.0,42.0,19.0,30.0,1463.0,-20.0,972.0
2016,Kolhapur,114.0,398.0,3483.0,4.0,10.0,2256.0,21.0,42.0,2009.0,0.0,0.0,0.0,12.0,44.0,3700.0,9.0,8.0,843.0,1.0,1.0,377.0,8.0,4.0,501.0,49.0,93.0,1896.0,0.0,0.0,269.0,0.0,0.0,0.0,133.0,1250.0,9424.0,0.0,0.0,0.0,0.0,53.0,181.0,132.0,36007.0,24.0,83.0,60.0,32856.0,22.0,76.0,55.0,19.0,30.0,1463.0,-20.0,972.0
2017,Kolhapur,114.0,345.7164548294332,3103.3787783095026,4.4885156959386165,13.994086256283857,2380.952817584454,18.761247638318615,36.827515876347306,1723.1102543925604,0.0,0.0,-0.8348495531585329,8.553531892883447,34.6881204680662,3714.1382863620506,9.0,8.720083469994789,883.3768402044817,1.0000000000000002,0.256497487829628,387.82008680620487,10.355377620125395,4.336135613466025,450.01022512587906,51.16798410405058,89.25557795038098,1711.004454696405,-1.4582244039112795e-303,0.06942238274944981,316.9316357771827,-1.4210854715202004e-14,74.24485221206974,0.0,135.08157169331994,1250.0,8879.620271337899,5.903335539908148e-08,0.0,96.50437187034119,3.575873981164625,53.0,178.70727821470933,128.96391660287176,35829.902142009334,22.83274917867698,80.76403609786999,60.0,32211.85463494877,21.457596445490342,72.71747952224344,53.45114718753975,18.627450980216757,29.607843136071594,1663.2448163579757,-18.953915065028287,1423.1752899119624
