Dist Name,Feature,MSE,MAE,RMSE,MAPE,R-squared
Buldhana,TOTAL AREA (1000 ha),1.961798116,0.206712928,1.400642037,0.021368252,0.648167285
Buldhana,PERMANENT PASTURES AREA (1000 ha),9.581250571,1.920138991,3.095359522,5.023041654,0.666711433
Buldhana,POTASH PER HA OF GCA (Kg per ha),9.806581023,2.122529265,3.131546107,36.22836416,0.678315984
Buldhana,POTASH CONSUMPTION (tons),8136294.633,1771.076177,2852.419084,72149388.87,0.687929887
Buldhana,POTASH PER HA OF NCA (Kg per ha),18.34147242,2.685845996,4.282694528,79350.42146,0.691094141
Buldhana,CROPING INTENSITY (Percent),40.08909085,3.97654493,6.331594653,3.291367389,0.707974997
Buldhana,Irrigated Area,164.7225353,7.650717746,12.83442774,14757006.87,0.7254476
Buldhana,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),20.9561298,2.856348468,4.577786561,8.748146622,0.813960757
Buldhana,PHOSPHATE PER HA OF GCA (Kg per ha),22.40045098,3.332156863,4.73291147,26.44586725,0.913962884
Buldhana,PHOSPHATE PER HA OF NCA (Kg per ha),39.58098824,4.410196078,6.291342324,27.05492187,0.917348675
Buldhana,PHOSPHATE CONSUMPTION (tons),17349867.24,2918.882353,4165.317183,26.74385102,0.917668272
Buldhana,TOTAL CONSUMPTION (tons),109174004.6,7308.294118,10448.63649,17.88688256,0.924781464
Buldhana,TOTAL PER HA OF NCA (Kg per ha),232.883302,10.53297288,15.26051447,18.81027653,0.929508227
Buldhana,NITROGEN PER HA OF GCA (Kg per ha),27.50222815,3.718689507,5.244256683,14.31965812,0.940804555
Buldhana,NITROGEN CONSUMPTION (tons),21406850.75,3615.45098,4626.753802,16.99066159,0.94290538
Buldhana,NITROGEN PER HA OF NCA (Kg per ha),45.79450706,5.029017712,6.767163886,16.61214364,0.946201438
Buldhana,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),4.433112772,1.284536903,2.105495849,3.300598415,0.954085882
Chandrapur,TOTAL AREA (1000 ha),0.003132614,0.022624434,0.05596976,0.000875807,-0.018491124
Chandrapur,Precipitation (mm),68894.88317,208.8972926,262.478348,15.67427208,-0.001877329
Chandrapur,Evapotranspiration (mm),3866.947474,51.25069759,62.1847849,5.880065318,-0.000417469
Chandrapur,Annual Rainfall,76393.75774,212.4902787,276.3942071,19.58345138,0.047720002
Chandrapur,Max Temp (Centigrate),0.121957672,0.281327419,0.349224386,0.841156947,0.079819054
Chandrapur,Yield,10333755.19,2507.571391,3214.61587,20.56950229,0.08861785
Chandrapur,Production,26566.1178,132.7237986,162.9911587,20.2466259,0.251953181
Chandrapur,NITROGEN SHARE IN NPK (Percent),23.65803357,3.698092624,4.863952464,6.054028302,0.265891421
Chandrapur,Min Temp (Centigrate),0.160329829,0.316471314,0.400412074,1.497009757,0.286728255
Chandrapur,GROSS CROPPED AREA (1000 ha),528.2724388,17.20952021,22.98417801,2.317806629,0.297845123
Chandrapur,OTHER FALLOW AREA (1000 ha),113.3856151,5.076335528,10.64826817,17.57505483,0.329623592
Chandrapur,POTASH SHARE IN NPK (Percent),28.43494993,3.255133925,5.332443148,27.66300807,0.381885344
Chandrapur,PHOSPHATE SHARE IN NPK (Percent),20.67524212,3.625231478,4.547003642,17.1203798,0.417271951
Chandrapur,Area,3607.051769,41.64117647,60.05873599,4.431251801,0.50293518
Chandrapur,CROPING INTENSITY (Percent),10.66775326,2.186472694,3.266152669,1.904087787,0.638446892
Chandrapur,NET CROPPED AREA (1000 ha),206.0817647,9.488235294,14.35554822,1.447603082,0.714362224
Chandrapur,CULTIVABLE WASTE LAND AREA (1000 ha),32.22039216,3.043137255,5.676300922,5.262266636,0.772686096
Chandrapur,POTASH CONSUMPTION (tons),821876.8774,709.4150079,906.5742537,28391544.79,0.782747356
Chandrapur,POTASH PER HA OF GCA (Kg per ha),1.493962632,0.974891693,1.222277641,29756.18299,0.787028484
Chandrapur,POTASH PER HA OF NCA (Kg per ha),1.953456896,1.092344711,1.397661224,35347.91451,0.803295572
Chandrapur,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),2.582941176,0.743137255,1.607153128,2.003784815,0.805216641
Chandrapur,CURRENT FALLOW AREA (1000 ha),84.11957694,5.331262928,9.171672527,17.68621166,0.812706743
Chandrapur,Irrigated Area,610.0711239,8.722725654,24.69961789,33919617.51,0.838070181
Chandrapur,FOREST AREA (1000 ha),47.45470588,3.47254902,6.888737612,0.234605741,0.884626394
Chandrapur,PERMANENT PASTURES AREA (1000 ha),108.051575,5.685056237,10.39478595,4.784271156,0.904883981
Chandrapur,PHOSPHATE PER HA OF GCA (Kg per ha),8.853054806,2.201928622,2.975408343,43.20158753,0.94108858
Chandrapur,PHOSPHATE PER HA OF NCA (Kg per ha),11.69598025,2.432992424,3.419938632,45.46480198,0.943709188
Chandrapur,PHOSPHATE CONSUMPTION (tons),4234787.583,1519.147371,2057.859952,48.02280898,0.947284269
Chandrapur,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),20.61115505,2.358750122,4.539950997,1.632593848,0.955540028
Chandrapur,TOTAL CONSUMPTION (tons),25677161.68,4099.09954,5067.263727,23.86390497,0.965124191
Chandrapur,TOTAL PER HA OF NCA (Kg per ha),56.76401806,6.056886202,7.53418994,23.05263197,0.970307685
Chandrapur,NITROGEN CONSUMPTION (tons),6487394.724,2026.089401,2547.036459,19.88550569,0.976454365
Chandrapur,NITROGEN PER HA OF NCA (Kg per ha),14.93670628,2.979927823,3.864803524,21.67516304,0.979083015
Dhule,PHOSPHATE SHARE IN NPK (Percent),11.87769449,2.494362745,3.446403123,11.21863581,-0.002282352
Dhule,Annual Rainfall,26438.55058,132.2867647,162.599356,22.0634634,-0.000238118
Dhule,Evapotranspiration (mm),6681.924929,67.12815988,81.74304208,12.24330784,-4.54E-05
Dhule,TOTAL AREA (1000 ha),8.242062522,0.919871795,2.870899253,0.064373481,-1.42E-05
Dhule,OTHER FALLOW AREA (1000 ha),173.4343159,5.787750905,13.1694463,44.19961942,0.116998972
Dhule,CURRENT FALLOW AREA (1000 ha),173.4778016,7.054977199,13.17109721,80.81929864,0.132553196
Dhule,Precipitation (mm),20807.38464,119.2535469,144.2476504,22.98906498,0.134812284
Dhule,NITROGEN SHARE IN NPK (Percent),21.50712083,3.294760964,4.637577043,5.209038465,0.155201505
Dhule,NET CROPPED AREA (1000 ha),968.3339528,21.60213465,31.11806473,3.158417615,0.163039716
Dhule,Max Temp (Centigrate),0.134924122,0.303764839,0.36732019,0.889199485,0.203631908
Dhule,BARREN AND UNCULTIVABLE LAND AREA (1000 ha),81.11096907,5.933078614,9.006162838,9.018784396,0.256059368
Dhule,PERMANENT PASTURES AREA (1000 ha),110.41477,5.241878805,10.50784326,42.91219867,0.290732094
Dhule,CULTIVABLE WASTE LAND AREA (1000 ha),3.677813926,1.124370323,1.91776274,17.91575033,0.345553371
Dhule,Min Temp (Centigrate),0.143211013,0.327299322,0.378432309,1.631737513,0.362987515
Dhule,Area,5008.651981,50.36582061,70.77183042,5.140362579,0.370341587
Dhule,POTASH SHARE IN NPK (Percent),10.9049258,2.446811472,3.30226071,670411.295,0.448533128
Dhule,Production,44192.33003,163.2692481,210.2197185,23.51687138,0.511078631
Dhule,Yield,7940361.529,2333.217451,2817.864711,11.23317409,0.584171737
Dhule,CROPING INTENSITY (Percent),14.34295052,2.65913366,3.787208803,2.341880856,0.604289349
Dhule,GROSS CROPPED AREA (1000 ha),1029.73053,24.50944733,32.08941462,3.106198823,0.615302158
Dhule,LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),2.973979239,0.964705882,1.724522902,4.464593389,0.777708936
Dhule,Irrigated Area,374.9026373,12.11117647,19.36240267,16019621.88,0.78151109
Dhule,FOREST AREA (1000 ha),43.47177983,3.570167185,6.593313266,0.643026281,0.79357411
Dhule,PHOSPHATE PER HA OF GCA (Kg per ha),12.8133182,2.599483042,3.579569555,22.84899155,0.879437105
